ID WHO city,iso3,country,city,pm10,Year,type_of_stations,pm10_type,pm25,pm25_type,reference,latitude,longitude,population,wbinc16_text,region,date_compiled,population_source,tempcov_PM10,tempcov_PM25,latitude_pop,longitude_pop,Region,region_abbr,tempcov_PM10_grad,tempcov_PM25_grad,conc_pm25,color_pm25,conc_pm10,color_pm10
NA,ITA,Italy,Simeri Crichi,17.883538,2016,1 Rural-Near_city-Industrial,Measured,5.14539682,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],38.8705,16.66921,4475,High income,Eur_HI,2018,1 manual,0.93442623,0.860655738,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,ITA,Italy,Siniscola,17.73309588,2016,1 Urban-Background,Measured,12.04388196,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.575,9.69444,11469,High income,Eur_HI,2018,1 old database,0.99726776,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,ITA,Italy,Sondrio,21.71624344,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,19.07350433,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.167916,9.875418,21642,High income,Eur_HI,2018,2 old database,0.943989071,0.959016393,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Soresina,38.92106821,2016,1 Suburban-Traffic,Measured,28.02678578,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.284722,9.864167,8995,High income,Eur_HI,2018,1 old database,0.920765027,0.918032787,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,ITA,Italy,Spinadesco,36.44603931,2016,1 Rural-Industrial,Measured,24.75325224,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.148333,9.940278,1575,High income,Eur_HI,2018,1 manual,0.972677596,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,30-<50,darkred
NA,ITA,Italy,Spoleto,13.24356123,2016,"1 Rural-Background, 1 Urban-Background",Measured,8.936892555,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],42.77222,12.651665,38429,High income,Eur_HI,2018,2 old database,0.890482696,0.876821494,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,<20,green
NA,ITA,Italy,Statte,18.35825958,2016,1 Suburban-Industrial,Measured,12.46847774,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.5625,17.20333,14194,High income,Eur_HI,2018,1 manual,0.926229508,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,ITA,Italy,Stazione,27.65633802,2016,1 Rural-Background,Measured,20.65633802,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.91611,11.00694,18552,High income,Eur_HI,2018,1 calculated,0.969945355,0.969945355,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Stazione Di Padule,17.2485609,2016,1 Suburban-Industrial,Measured,11.76125606,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.317778,12.618611,18552,High income,Eur_HI,2018,1 calculated,0.988843352,0.986111111,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,ITA,Italy,Susa,17.14689265,2016,1 Suburban-Background,Measured,11.64574716,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.13911,7.05006,6629,High income,Eur_HI,2018,1 old database,0.967213115,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,ITA,Italy,Taranto,22.25661579,2016,"2 Suburban-Industrial, 2 Urban-Background, 1 Urban-Traffic",Measured,12.79324874,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.4625528,17.2463342,458862,High income,Eur_HI,2018,5 UN 2015,0.953551913,0.928961749,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,ITA,Italy,Tavazzano Con Villavesco,31.71887172,2016,1 Suburban-Background,Measured,21.54267644,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.329444,9.414722,6099,High income,Eur_HI,2018,1 old database,0.87704918,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,30-<50,darkred
NA,ITA,Italy,Teramo,21.18323765,2016,1 Urban-Traffic,Measured,14.38713327,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],42.65722,13.70944,54294,High income,Eur_HI,2018,1 manual,0.991575592,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,ITA,Italy,Termoli,13.87455197,2016,1 Urban-Traffic,Measured,9.423253969,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],41.998056,14.993333,32793,High income,Eur_HI,2018,1 manual,0.762295082,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,ITA,Italy,Terni,34.28999268,2016,"1 Urban-Background, 2 Urban-Traffic",Measured,25.53303302,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],42.56472,12.64203667,111659,High income,Eur_HI,2018,3 old database,0.993397085,0.984289618,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,ITA,Italy,Tolmezzo,12.59761007,2016,1 Urban-Background,Measured,8.555986482,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.401944,13.011111,10570,High income,Eur_HI,2018,1 manual,0.946379781,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,ITA,Italy,Torchiarolo,31.69417177,2016,"1 Suburban-Background, 1 Suburban-Industrial",Measured,18.30549197,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.48875,18.050415,5461,High income,Eur_HI,2018,2 old database,0.890710383,0.912169854,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,30-<50,darkred
NA,ITA,Italy,Torgiano,19.23249333,2016,1 Rural-Background,Measured,12.05326757,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.06694,12.46806,6520,High income,Eur_HI,2018,1 old database,0.939663024,0.923269581,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,ITA,Italy,Torino,34.26877016,2016,"3 Urban-Background, 2 Urban-Traffic",Measured,25.0879822,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.057724,7.654894,873437,High income,Eur_HI,2018,5 old database,0.946038252,0.850903157,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,ITA,Italy,Torrechiara,20.29494382,2016,1 Rural-Background,Measured,14.07584269,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],44.6575,10.288889,18552,High income,Eur_HI,2018,1 calculated,0.972677596,0.972677596,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,ITA,Italy,Torviscosa,23.87945058,2016,1 Suburban-Industrial,Measured,16.21833469,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.821944,13.271389,2969,High income,Eur_HI,2018,1 manual,0.933287796,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Trento,21.17047148,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,14.74277456,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.083635,11.118215,111940,High income,Eur_HI,2018,2 old database,0.99590164,0.945355191,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,ITA,Italy,Trepuzzi,27.53115941,2016,1 Suburban-Background,Measured,16.31613496,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.40444,18.02972,14277,High income,Eur_HI,2018,1 manual,0.942622951,0.890710383,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Treviglio,31.01541431,2016,1 Urban-Traffic,Measured,22.87053102,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.518333,9.591389,28410,High income,Eur_HI,2018,1 old database,0.93989071,0.915300546,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,30-<50,darkred
NA,ITA,Italy,Treviso,36.36010737,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,24.11142857,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.665635,12.2273555,352550,High income,Eur_HI,2018,2 UN 2015,0.979508197,0.956284153,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,30-<50,darkred
NA,ITA,Italy,Trieste,20.66164059,2016,"1 Suburban-Industrial, 1 Urban-Industrial, 1 Urban-Traffic",Measured,14.51079077,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.63685133,13.78018433,202123,High income,Eur_HI,2018,3 old database,0.914902095,0.879781421,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,ITA,Italy,Trivero,15.39488636,2016,1 Suburban-Background,Measured,10.54929577,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.66423,8.15981,6144,High income,Eur_HI,2018,1 old database,0.961748634,0.969945355,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,ITA,Italy,Turbigo,27.52317524,2016,1 Urban-Background,Measured,18.69306273,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.52583,8.73667,7389,High income,Eur_HI,2018,1 old database,0.989071038,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Udine,22.49941606,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,15.77656325,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.0684705,13.235138,100524,High income,Eur_HI,2018,2 old database,0.963228598,0.93989071,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Ugovizza,10.84082617,2016,1 Suburban-Background,Measured,7.362822126,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.51005,13.47479,18552,High income,Eur_HI,2018,1 calculated,0.97791439,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,ITA,Italy,Urbino,22.81722347,2016,1 Suburban-Background,Measured,15.4968962,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.73056,12.63639,15501,High income,Eur_HI,2018,1 manual,0.8553051,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Vado Ligure,22.67552407,2016,1 Urban-Traffic,Measured,13.70124645,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],44.27253,8.438889,8232,High income,Eur_HI,2018,1 old database,0.964480874,0.964480874,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,ITA,Italy,Valmadrera,24.1660099,2016,1 Suburban-Background,Measured,16.41295872,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.84083,9.34889,11612,High income,Eur_HI,2018,1 old database,1,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Valnogaredo,27.36088154,2016,1 Rural-Background,Measured,18.58283685,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.29,11.643056,18552,High income,Eur_HI,2018,1 calculated,0.991803279,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Varese,26.34106142,2016,1 Urban-Traffic,Measured,20.47639671,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.816944,8.820278,86533,High income,Eur_HI,2018,1 old database,0.978142077,0.978142077,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Vastogirardi,8.42281879,2016,1 Rural-Background,Measured,5.720571069,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],41.759444,14.208889,728,High income,Eur_HI,2018,1 manual,0.81420765,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,ITA,Italy,Venafro,26.0255591,2016,1 Urban-Traffic,Measured,17.67591873,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],41.48417,14.04722,11236,High income,Eur_HI,2018,1 old database,0.855191257,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Venezia,35.50585804,2016,"1 Suburban-Industrial, 3 Urban-Background, 1 Urban-Traffic",Measured,25.66966635,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.4712782,12.2524438,628040,High income,Eur_HI,2018,5 UN 2015,0.988387978,0.984972678,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,25-<35,darkorange,30-<50,darkred
NA,ITA,Italy,Vercelli,29.09084494,2016,"1 Suburban-Background, 1 Urban-Traffic",Measured,19.61631419,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.323665,8.40875,46308,High income,Eur_HI,2018,2 old database,0.99453552,0.904371585,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Verona,29.78309859,2016,"1 Suburban-Background, 1 Urban-Traffic",Measured,22.49311294,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.439145,10.996993,605550,High income,Eur_HI,2018,2 UN 2015,0.969945355,0.991803279,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Verucchio,18.84045584,2016,1 Suburban-Background,Measured,12.79597357,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],44.013056,12.42,9960,High income,Eur_HI,2018,1 old database,0.959016393,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,ITA,Italy,Vezzano,9.35344827,2016,1 Rural-Background,Measured,6.352631691,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],46.08253,10.95804,2183,High income,Eur_HI,2018,1 old database,0.950819672,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,ITA,Italy,Viareggio,26.45706371,2016,1 Urban-Background,Measured,15.78333333,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],43.883889,10.245,60075,High income,Eur_HI,2018,1 old database,0.986338798,0.983606557,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Vibo Valentia,20.85166926,2016,"1 Urban-Background, 1 Urban-Traffic",Measured,9.03476743,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],38.67019,16.089245,33357,High income,Eur_HI,2018,2 manual,0.978142077,0.93989071,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,<10,green,20-<30,yellow
NA,ITA,Italy,Vicenza,35.21815221,2016,"2 Urban-Background, 1 Urban-Traffic",Measured,24.4972067,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.55564733,11.53787133,313447,High income,Eur_HI,2018,3 UN 2015,0.976775956,0.978142077,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,30-<50,darkred
NA,ITA,Italy,Vigevano,34.87571741,2016,1 Urban-Background,Measured,23.68672828,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.304444,8.845833,60109,High income,Eur_HI,2018,1 manual,0.986338798,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,30-<50,darkred
NA,ITA,Italy,Viggiano,17.91236144,2016,3 Rural-Industrial,Measured,12.16563471,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.324905,15.90762067,3122,High income,Eur_HI,2018,3 manual,0.958105647,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,<20,green
NA,ITA,Italy,Villa Baldassarri,24.41222909,2016,1 Suburban-Background,Measured,16.58018473,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],40.41852,17.96447,18552,High income,Eur_HI,2018,1 calculated,0.882513661,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Vinchio,26.47765363,2016,1 Rural-Background,Measured,19.25,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],44.80801,8.31031,657,High income,Eur_HI,2018,1 old database,0.978142077,0.961748634,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Viterbo,19.17079889,2016,1 Urban-Traffic,Measured,10.77746478,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],42.42194,12.10917,63209,High income,Eur_HI,2018,1 old database,0.991803279,0.969945355,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,<20,green
NA,ITA,Italy,Voghera,24.87180213,2016,1 Urban-Background,Measured,16.89231542,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.000278,9.009444,38174,High income,Eur_HI,2018,1 old database,0.950819672,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,20-<30,yellow
NA,ITA,Italy,Zappellone,30.59767164,2016,1 Suburban-Background,Measured,20.78118496,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],45.08199189,9.71389,18552,High income,Eur_HI,2018,1 calculated,0.93989071,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,15-<25,orange,30-<50,darkred
NA,JOR,Jordan,Al-Zarqa',99.55,2016,"1 Traffic, 1 Urban",Measured,40.85441012,Converted,"Ministry of Environment, Environmental Monitoring and Assessment Directorate",32.07155609,36.09689903,449007,Lower middle income,Emr_LM,2018,2 old database,NA,NA,NA,NA,Eastern Mediterranean (LMIC),Emr (LMIC),NA,NA,35-<50,red,70-<100,red
NA,JOR,Jordan,Amman,75.72,2016,"1 Residential, 2 Traffic, 2 Urban",Measured,31.07479593,Converted,"Ministry of Environment, Environmental Monitoring and Assessment Directorate",31.98444366,35.89647369,1154670,Lower middle income,Emr_LM,2018,5 UN 2015,NA,NA,NA,NA,Eastern Mediterranean (LMIC),Emr (LMIC),NA,NA,25-<35,darkorange,70-<100,red
NA,JOR,Jordan,Irbid,57.1,2016,"1 Traffic, 1 Urban",Measured,23.43331811,Converted,"Ministry of Environment, Environmental Monitoring and Assessment Directorate",32.54689407,35.97615051,305925,Lower middle income,Emr_LM,2018,2 UN 2015,NA,NA,NA,NA,Eastern Mediterranean (LMIC),Emr (LMIC),NA,NA,15-<25,orange,50-<70,orange
NA,KOR,Republic of Korea,Busan,43.81818182,2016,1 N.A.,Measured,26.3,Measured,AirKorea,35.179554,129.075642,3216298,High income,Wpr_HI,2018,1 UN 2015,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,30-<50,darkred
NA,KOR,Republic of Korea,Chung-Cheong Bukdo,45.91666667,2016,1 N.A.,Measured,26.33333333,Measured,AirKorea,36.8,127.7,1603404,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,30-<50,darkred
NA,KOR,Republic of Korea,Chungcheongnam-Do,47.91666667,2016,1 N.A.,Measured,27.25,Measured,AirKorea,36.5184,126.8,2180925,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,30-<50,darkred
NA,KOR,Republic of Korea,Daegu Metropolitan City,41.8,2016,1 N.A.,Measured,24.1,Measured,AirKorea,35.871435,128.601445,2501673,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KOR,Republic of Korea,Daejeon,43.83333333,2016,1 N.A.,Measured,22.5,Measured,AirKorea,36.350412,127.384548,1531809,High income,Wpr_HI,2018,1 old database,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KOR,Republic of Korea,Gangwon-Do,46.83333333,2016,1 N.A.,Measured,28.08333333,Measured,AirKorea,37.8228,128.1555,1567091,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,30-<50,darkred
NA,KOR,Republic of Korea,Gwangju,40.08333333,2016,1 N.A.,Measured,23.41666667,Measured,AirKorea,35.159545,126.852601,1536409,High income,Wpr_HI,2018,1 UN 2015,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KOR,Republic of Korea,Gyeonggi-Do,52.58333333,2016,1 N.A.,Measured,27.91666667,Measured,AirKorea,37.4138,127.5183,3255523,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,50-<70,orange
NA,KOR,Republic of Korea,Gyeongsangbuk-Do,39.91666667,2016,1 N.A.,Measured,27,Measured,AirKorea,36.4919,128.8889,2745070,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,30-<50,darkred
NA,KOR,Republic of Korea,Gyeongsangnam-Do,44.66666667,2016,1 N.A.,Measured,24.58333333,Measured,AirKorea,35.4606,128.2132,3455540,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KOR,Republic of Korea,Incheon Metropolitan City,49.58333333,2016,1 N.A.,Measured,26.41666667,Measured,AirKorea,37.456106,126.705261,3011138,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,30-<50,darkred
NA,KOR,Republic of Korea,Jeju Island,41.16666667,2016,1 N.A.,Measured,22,Measured,AirKorea,33.489011,126.498302,492491,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KOR,Republic of Korea,Jeollabuk Do,50.75,2016,1 N.A.,Measured,31.5,Measured,AirKorea,35.7175,127.153,1883195,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,50-<70,orange
NA,KOR,Republic of Korea,Jeollanam-Do,36.75,2016,1 N.A.,Measured,23.58333333,Measured,AirKorea,34.8679,126.991,1927645,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KOR,Republic of Korea,Sejong Special Autonomy City,46,2016,1 N.A.,Measured,23.375,Measured,AirKorea,37.55026,127.073139,284225,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KOR,Republic of Korea,Seoul,47.83333333,2016,1 N.A.,Measured,26.08333333,Measured,AirKorea,37.566535,126.977969,9773746,High income,Wpr_HI,2018,1 UN 2015,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,25-<35,darkorange,30-<50,darkred
NA,KOR,Republic of Korea,Ulsan Metropolitan City,43.16666667,2016,1 N.A.,Measured,23.16666667,Measured,AirKorea,35.538377,129.31136,1185645,High income,Wpr_HI,2018,1 manual,NA,NA,NA,NA,Western Pacific (HIC),Wpr (HIC),NA,NA,15-<25,orange,30-<50,darkred
NA,KWT,Kuwait,Al-Fahaheel,121.5835557,2016,1 Residential,Measured,57.58310869,Converted,Environmental Monitoring Information System of Kuwait,29.080329,48.116014,54157,High income,Emr_HI,2018,1 old database,1,NA,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),>75%,NA,>50,darkred,>100,darkred
NA,KWT,Kuwait,Al-Jahra,130.0930849,2016,1 Residential,Measured,11.83268791,Measured,Environmental Monitoring Information System of Kuwait,29.338533,47.684997,225275,High income,Emr_HI,2018,1 old database,0.9945,0.9945,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),>75%,>75%,10-<15,yellow,>100,darkred
NA,KWT,Kuwait,Al-Rumaithyia,122.3712151,2016,1 Residential,Measured,57.95615154,Converted,Environmental Monitoring Information System of Kuwait,29.317557,48.077364,41787,High income,Emr_HI,2018,1 old database,0.8055,0.1397,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),>75%,50% -< 75%,>50,darkred,>100,darkred
NA,KWT,Kuwait,Al-Salam,124.6256142,2016,1 Residential,Measured,59.02385605,Converted,Environmental Monitoring Information System of Kuwait,29.300083,48.014972,52578,High income,Emr_HI,2018,1 old database,0.7863,NA,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),>75%,NA,>50,darkred,>100,darkred
NA,KWT,Kuwait,Al-Shuwaikh,180.1231339,2016,1 Industrial/Cars Repair Workshops,Measured,85.30800023,Converted,Environmental Monitoring Information System of Kuwait,29.317731,47.932437,2518,High income,Emr_HI,2018,1 old database,0.9863,0.1452,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),>75%,50% -< 75%,>50,darkred,>100,darkred
NA,KWT,Kuwait,Ali Subah Al-Salem,198.0617738,2016,1 Residential,Measured,93.8039078,Converted,Environmental Monitoring Information System of Kuwait,28.960438,48.158543,42173,High income,Emr_HI,2018,1 old database,0.7397,0.1397,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),50% -< 75%,50% -< 75%,>50,darkred,>100,darkred
NA,KWT,Kuwait,Saad Al-Abdullah,62.64688016,2016,1 Residential,Measured,51.23988364,Measured,Environmental Monitoring Information System of Kuwait,29.319511,47.735755,65394,High income,Emr_HI,2018,1 old database,0.8877,0.7287,NA,NA,Eastern Mediterranean (HIC),Emr (HIC),>75%,50% -< 75%,>50,darkred,50-<70,orange
NA,LTU,Lithuania,Jonava,16.56265061,2016,1 Urban-Industrial,Measured,9.092508769,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],55.072222,24.283894,30650,High income,Eur_HI,2018,1 old database,0.981443534,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,<10,green,<20,green
NA,LTU,Lithuania,Kaunas,25.70321962,2016,1 Urban-Traffic,Measured,14.68839356,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],54.895128,23.986222,358648,High income,Eur_HI,2018,1 old database,0.883538251,0.972791439,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
NA,LTU,Lithuania,Kedainiai,20.56513587,2016,1 Urban-Industrial,Measured,11.2897798,Converted,The European Environmental Agency (EEA) [downloaded 2018/04/14],55.28,23.95778,26648,High income,Eur_HI,2018,1 old database,0.956625683,NA,NA,NA,Europe (HIC),Eur (HIC),>75%,NA,10-<15,yellow,20-<30,yellow
NA,LTU,Lithuania,Klaipeda,24.46848205,2016,2 Urban-Traffic,Measured,11.54776257,Measured,The European Environmental Agency (EEA) [downloaded 2018/04/14],55.698889,21.1602855,185257,High income,Eur_HI,2018,2 old database,0.98810337,0.991006375,NA,NA,Europe (HIC),Eur (HIC),>75%,>75%,10-<15,yellow,20-<30,yellow
